"film_id","title","name","revenue","mode_year","mode_language_id","mode_rating"
595,"Moon Bunch","Foreign",18.81,2006,1,"PG"
654,"Panky Submarine","Games",17.98,2006,1,"G"
77,"Birds Perdition","New",17.98,2006,1,"G"
446,"Hysterical Grail","Sports",17.98,2006,1,"PG"
698,"Princess Giant","Documentary",17.98,2006,1,"NC-17"
872,"Sweet Brotherhood","Travel",17.98,2006,1,"R"
798,"Silverado Goldfinger","Sci-Fi",17.98,2006,1,"PG"
568,"Memento Zoolander","Comedy",17.98,2006,1,"NC-17"
985,"Wonderland Christmas","Sci-Fi",17.98,2006,1,"PG"
25,"Angels Life","New",17.98,2006,1,"G"
321,"Flash Wars","New",17.98,2006,1,"NC-17"
683,"Pity Bound","Drama",17.98,2006,1,"NC-17"
453,"Image Princess","Sports",17.98,2006,1,"PG-13"
969,"West Lion","Drama",17.98,2006,1,"G"
678,"Pickup Driving","Sports",17.98,2006,1,"G"
818,"Something Duck","Drama",17.98,2006,1,"NC-17"
131,"Center Dinosaur","Classics",17.98,2006,1,"PG"
409,"Heartbreakers Bright","Children",17.98,2006,1,"G"
28,"Anthem Luke","Comedy",17.98,2006,1,"PG-13"
190,"Creepers Kane","Classics",17.98,2006,1,"NC-17"
964,"Waterfront Deliverance","Action",17.98,2006,1,"G"
6,"Agent Truman","Foreign",17.98,2006,1,"PG"
667,"Peach Innocent","Sports",17.98,2006,1,"PG-13"
824,"Spartacus Cheaper","Family",17.98,2006,1,"NC-17"
892,"Titanic Boondock","Animation",17.98,2006,1,"R"
465,"Interview Liaisons","New",17.98,2006,1,"R"
659,"Park Citizen","Action",17.98,2006,1,"PG-13"
570,"Mermaid Insects","Sports",17.98,2006,1,"NC-17"
267,"Eagles Panky","New",17.98,2006,1,"NC-17"
483,"Jericho Mulan","Games",17.98,2006,1,"NC-17"
856,"Streetcar Intentions","Horror",17.98,2006,1,"R"
888,"Thin Sagebrush","Documentary",17.98,2006,1,"PG-13"
272,"Edge Kissing","Drama",17.98,2006,1,"NC-17"
720,"Redemption Comforts","New",17.98,2006,1,"NC-17"
941,"Videotape Arsenic","Games",17.98,2006,1,"NC-17"
859,"Sugar Wonka","Animation",17.98,2006,1,"PG"
499,"King Evolution","Family",17.98,2006,1,"NC-17"
304,"Fargo Gandhi","Children",17.98,2006,1,"G"
889,"Ties Hunger","Children",17.98,2006,1,"R"
865,"Sunrise League","Animation",17.98,2006,1,"PG-13"
578,"Million Ace","Classics",17.98,2006,1,"PG-13"
300,"Falcon Volume","Animation",17.98,2006,1,"PG-13"
2,"Ace Goldfinger","Horror",17.98,2006,1,"G"
501,"Kissing Dolls","Action",17.98,2006,1,"R"
867,"Super Wyoming","Family",17.98,2006,1,"PG"
346,"Galaxy Sweethearts","Classics",17.98,2006,1,"R"
68,"Betrayed Rear","Children",17.98,2006,1,"NC-17"
210,"Darko Dorado","Action",17.98,2006,1,"NC-17"
775,"Seattle Expecations","Drama",17.98,2006,1,"PG-13"
711,"Raging Airplane","Sci-Fi",17.98,2006,1,"R"
987,"Words Hunter","Music",17.98,2006,1,"PG"
764,"Saturday Lambs","Sports",17.98,2006,1,"G"
984,"Wonderful Drop","Foreign",17.98,2006,1,"NC-17"
156,"Clerks Angels","Documentary",17.98,2006,1,"G"
777,"Secretary Rouge","Sports",17.98,2006,1,"PG"
216,"Day Unfaithful","New",17.98,2006,1,"G"
151,"Cincinatti Whisperer","Sci-Fi",17.98,2006,1,"NC-17"
917,"Tuxedo Mile","Sports",17.98,2006,1,"R"
704,"Pure Runner","Comedy",17.98,2006,1,"NC-17"
973,"Wife Turn","Documentary",17.98,2006,1,"NC-17"
956,"Wanda Chamber","Games",17.97,2006,1,"PG-13"
491,"Jumping Wrath","Children",17.97,2006,1,"NC-17"
518,"Liaisons Sweet","Travel",17.97,2006,1,"PG"
698,"Princess Giant","Documentary",17.97,2006,1,"NC-17"
678,"Pickup Driving","Sports",17.97,2006,1,"G"
818,"Something Duck","Drama",17.97,2006,1,"NC-17"
438,"Human Graffiti","Games",17.97,2006,1,"NC-17"
708,"Quills Bull","Documentary",17.97,2006,1,"R"
9,"Alabama Devil","Horror",17.97,2006,1,"PG-13"
452,"Illusion Amelie","Foreign",17.97,2006,1,"R"
527,"Lola Agent","Horror",17.97,2006,1,"PG"
266,"Dynamite Tarzan","Classics",17.97,2006,1,"PG-13"
451,"Igby Maker","Travel",17.97,2006,1,"NC-17"
852,"Strangelove Desire","Children",17.97,2006,1,"NC-17"
480,"Jeepers Wedding","Classics",17.97,2006,1,"R"
782,"Shakespeare Saddle","Sports",17.97,2006,1,"PG-13"
637,"Open African","Sci-Fi",17.97,2006,1,"PG"
484,"Jerk Paycheck","Classics",17.97,2006,1,"NC-17"
330,"Forrester Comancheros","Animation",17.97,2006,1,"NC-17"
429,"Honey Ties","Sports",17.97,2006,1,"R"
86,"Boogie Amelie","Music",17.97,2006,1,"R"
222,"Desert Poseidon","Horror",17.97,2006,1,"R"
167,"Coma Head","Travel",17.97,2006,1,"NC-17"
265,"Dying Maker","Comedy",17.97,2006,1,"PG"
409,"Heartbreakers Bright","Children",17.97,2006,1,"G"
1000,"Zorro Ark","Comedy",17.97,2006,1,"NC-17"
563,"Massacre Usual","Games",17.97,2006,1,"R"
271,"Easy Gladiator","Action",17.97,2006,1,"G"
857,"Strictly Scarface","Comedy",17.97,2006,1,"PG-13"
272,"Edge Kissing","Drama",17.97,2006,1,"NC-17"
476,"Jason Trap","Family",17.97,2006,1,"NC-17"
397,"Hanky October","Sci-Fi",17.97,2006,1,"NC-17"
765,"Saturn Name","Comedy",17.97,2006,1,"R"
873,"Sweethearts Suspects","Children",17.97,2006,1,"G"
43,"Atlantis Cause","Family",17.97,2006,1,"G"
918,"Twisted Pirates","Children",17.97,2006,1,"PG"
37,"Arizona Bang","Classics",17.97,2006,1,"PG"
326,"Flying Hook","Animation",17.97,2006,1,"NC-17"
531,"Lose Inch","Foreign",17.97,2006,1,"R"
473,"Jacket Frisco","Drama",17.97,2006,1,"PG-13"
117,"Candles Grapes","Games",17.97,2006,1,"NC-17"
702,"Pulp Beverly","Horror",17.97,2006,1,"G"
294,"Expecations Natural","Travel",17.97,2006,1,"PG-13"
737,"Rock Instinct","Horror",17.97,2006,1,"G"
803,"Slacker Liaisons","Drama",17.97,2006,1,"R"
35,"Arachnophobia Rollercoaster","Horror",17.97,2006,1,"PG-13"
225,"Destination Jerk","Drama",17.97,2006,1,"PG-13"
725,"Requiem Tycoon","Classics",17.97,2006,1,"R"
647,"Outfield Massacre","Music",17.97,2006,1,"NC-17"
104,"Bugsy Song","Foreign",17.97,2006,1,"G"
898,"Tourist Pelican","Sports",17.97,2006,1,"PG-13"
162,"Clueless Bucket","Action",17.97,2006,1,"R"
337,"Frida Slipper","Foreign",17.97,2006,1,"R"
939,"Vertigo Northwest","Comedy",17.97,2006,1,"R"
785,"Shawshank Bubble","Travel",17.97,2006,1,"PG"
103,"Bucket Brotherhood","Travel",17.97,2006,1,"PG"
55,"Barbarella Streetcar","Sci-Fi",17.97,2006,1,"G"
973,"Wife Turn","Documentary",17.97,2006,1,"NC-17"
958,"Wardrobe Phantom","Drama",17.97,2006,1,"G"
657,"Paradise Sabrina","Comedy",17.97,2006,1,"PG-13"
121,"Carol Texas","Animation",17.97,2006,1,"PG"
608,"Murder Antitrust","Children",17.97,2006,1,"PG"
961,"Wash Heavenly","Foreign",17.97,2006,1,"R"
724,"Remember Diary","Family",17.97,2006,1,"R"
835,"Spy Mile","Games",17.97,2006,1,"PG-13"
284,"Enemy Odds","Music",17.97,2006,1,"NC-17"
175,"Confused Candles","Family",17.97,2006,1,"PG-13"
58,"Beach Heartbreakers","Documentary",17.97,2006,1,"G"
95,"Breakfast Goldfinger","New",17.97,2006,1,"G"
312,"Fiddler Lost","Sci-Fi",17.97,2006,1,"R"
415,"High Encino","Horror",17.97,2006,1,"R"
827,"Spice Sorority","Drama",17.97,2006,1,"NC-17"
323,"Flight Lies","Sports",17.97,2006,1,"R"
586,"Mockingbird Hollywood","Action",17.97,2006,1,"PG"
912,"Trojan Tomorrow","Sci-Fi",17.97,2006,1,"PG"
575,"Midsummer Groundhog","Documentary",17.97,2006,1,"G"
878,"Teen Apollo","Travel",17.97,2006,1,"G"
773,"Seabiscuit Punk","Sports",17.97,2006,1,"NC-17"
760,"Samurai Lion","New",17.97,2006,1,"G"
668,"Peak Forever","Sports",17.97,2006,1,"PG"
344,"Fury Murder","Children",17.97,2006,1,"PG-13"
738,"Rocketeer Mother","Foreign",17.97,2006,1,"PG-13"
776,"Secret Groundhog","Documentary",17.97,2006,1,"PG"
694,"Prejudice Oleander","Classics",17.97,2006,1,"PG-13"
730,"Ridgemont Submarine","New",17.97,2006,1,"PG-13"
823,"South Wait","Action",17.97,2006,1,"R"
966,"Wedding Apollo","Documentary",17.97,2006,1,"PG"
777,"Secretary Rouge","Sports",17.97,2006,1,"PG"
603,"Movie Shakespeare","Family",17.97,2006,1,"PG"
551,"Maiden Home","New",17.97,2006,1,"PG"
755,"Sabrina Midnight","Children",17.97,2006,1,"PG"
460,"Innocent Usual","Foreign",17.97,2006,1,"PG-13"
820,"Sons Interview","Animation",17.97,2006,1,"NC-17"
520,"License Weekend","Sci-Fi",17.94,2006,1,"NC-17"
536,"Lovely Jingle","Classics",17.94,2006,1,"PG"
698,"Princess Giant","Documentary",17.94,2006,1,"NC-17"
872,"Sweet Brotherhood","Travel",17.94,2006,1,"R"
720,"Redemption Comforts","New",17.94,2006,1,"NC-17"
726,"Reservoir Adaptation","Foreign",17.94,2006,1,"PG-13"
916,"Turn Star","Animation",17.94,2006,1,"G"
923,"Unfaithful Kill","Drama",17.94,2006,1,"R"
129,"Cause Date","Documentary",17.94,2006,1,"R"
187,"Cranes Reservoir","Sports",17.94,2006,1,"NC-17"
546,"Madre Gables","Games",17.94,2006,1,"PG-13"
383,"Groove Fiction","Sports",17.94,2006,1,"NC-17"
494,"Karate Moon","Horror",17.94,2006,1,"PG-13"
693,"Potter Connecticut","Animation",17.94,2006,1,"PG"
115,"Campus Remember","Action",17.94,2006,1,"R"
723,"Reign Gentlemen","Sci-Fi",17.94,2006,1,"PG-13"
628,"Northwest Polish","Sports",17.94,2006,1,"PG"
714,"Random Go","Sci-Fi",17.94,2006,1,"NC-17"
24,"Analyze Hoosiers","Horror",17.94,2006,1,"R"
50,"Baked Cleopatra","Family",17.94,2006,1,"G"
69,"Beverly Outlaw","Sci-Fi",17.94,2006,1,"R"
605,"Mulholland Beast","Foreign",17.94,2006,1,"PG"
643,"Orient Closer","Drama",17.94,2006,1,"R"
274,"Egg Igby","Documentary",17.94,2006,1,"PG"
539,"Luck Opus","Drama",17.94,2006,1,"NC-17"
449,"Identity Lover","Sci-Fi",17.94,2006,1,"PG-13"
741,"Roman Punk","Music",17.82,2006,1,"NC-17"
875,"Talented Homicide","Sports",17.82,2006,1,"PG"
143,"Chill Luck","Drama",16.83,2006,1,"PG"
89,"Borrowers Bedazzled","Animation",16.83,2006,1,"G"
218,"Deceiver Betrayed","Drama",16.83,2006,1,"NC-17"
849,"Storm Happiness","Animation",16.83,2006,1,"NC-17"
970,"Westward Seabiscuit","Classics",16.83,2006,1,"NC-17"
300,"Falcon Volume","Animation",15.98,2006,1,"PG-13"
764,"Saturday Lambs","Sports",15.98,2006,1,"G"
734,"Road Roxanne","Documentary",15.98,2006,1,"R"
7,"Airplane Sierra","Comedy",15.98,2006,1,"PG-13"
170,"Command Darling","Foreign",15.98,2006,1,"PG-13"
199,"Cupboard Sinners","Documentary",15.98,2006,1,"R"
203,"Daisy Menagerie","Sci-Fi",15.98,2006,1,"G"
776,"Secret Groundhog","Documentary",15.98,2006,1,"PG"
777,"Secretary Rouge","Sports",15.98,2006,1,"PG"
216,"Day Unfaithful","New",15.98,2006,1,"G"
778,"Secrets Paradise","Family",15.98,2006,1,"G"
219,"Deep Crusade","Documentary",15.98,2006,1,"PG-13"
779,"Sense Greek","Sports",15.98,2006,1,"R"
785,"Shawshank Bubble","Travel",15.98,2006,1,"PG"
703,"Punk Divorce","Animation",15.98,2006,1,"PG"
227,"Details Packer","Games",15.98,2006,1,"R"
702,"Pulp Beverly","Horror",15.98,2006,1,"G"
236,"Divine Resurrection","Games",15.98,2006,1,"R"
137,"Charade Duffel","Sci-Fi",15.98,2006,1,"PG"
683,"Pity Bound","Drama",15.98,2006,1,"NC-17"
678,"Pickup Driving","Sports",15.98,2006,1,"G"
820,"Sons Interview","Animation",15.98,2006,1,"NC-17"
129,"Cause Date","Documentary",15.98,2006,1,"R"
823,"South Wait","Action",15.98,2006,1,"R"
666,"Paycheck Wait","Drama",15.98,2006,1,"PG-13"
659,"Park Citizen","Action",15.98,2006,1,"PG-13"
255,"Driving Polish","Music",15.98,2006,1,"NC-17"
654,"Panky Submarine","Games",15.98,2006,1,"G"
653,"Panic Club","Horror",15.98,2006,1,"G"
260,"Dude Blindness","Sports",15.98,2006,1,"G"
844,"Steers Armageddon","Sports",15.98,2006,1,"PG"
640,"Opus Ice","Foreign",15.98,2006,1,"R"
267,"Eagles Panky","New",15.98,2006,1,"NC-17"
633,"October Submarine","Classics",15.98,2006,1,"PG-13"
854,"Strangers Graffiti","Horror",15.98,2006,1,"R"
861,"Suit Walls","Games",15.98,2006,1,"R"
403,"Harry Idaho","Drama",15.98,2006,1,"PG-13"
275,"Egypt Tenenbaums","Horror",15.98,2006,1,"PG"
616,"National Story","Documentary",15.98,2006,1,"NC-17"
614,"Name Detective","Games",15.98,2006,1,"PG-13"
867,"Super Wyoming","Family",15.98,2006,1,"PG"
95,"Breakfast Goldfinger","New",15.98,2006,1,"G"
597,"Moonwalker Fool","Games",15.98,2006,1,"G"
872,"Sweet Brotherhood","Travel",15.98,2006,1,"R"
596,"Moonshine Cabin","Games",15.98,2006,1,"PG-13"
591,"Monsoon Cause","Games",15.98,2006,1,"PG"
590,"Money Harold","New",15.98,2006,1,"PG"
86,"Boogie Amelie","Music",15.98,2006,1,"R"
887,"Thief Pelican","Animation",15.98,2006,1,"PG-13"
888,"Thin Sagebrush","Documentary",15.98,2006,1,"PG-13"
579,"Minds Truman","Action",15.98,2006,1,"PG-13"
81,"Blindness Gun","Sci-Fi",15.98,2006,1,"PG-13"
891,"Timberland Sky","Classics",15.98,2006,1,"G"
892,"Titanic Boondock","Animation",15.98,2006,1,"R"
893,"Titans Jerk","Sci-Fi",15.98,2006,1,"PG"
564,"Massage Image","Animation",15.98,2006,1,"PG"
563,"Massacre Usual","Games",15.98,2006,1,"R"
304,"Fargo Gandhi","Children",15.98,2006,1,"G"
71,"Bilko Anonymous","Family",15.98,2006,1,"PG-13"
556,"Maltese Hope","Games",15.98,2006,1,"PG-13"
415,"High Encino","Horror",15.98,2006,1,"R"
69,"Beverly Outlaw","Sci-Fi",15.98,2006,1,"R"
902,"Trading Pinocchio","Sports",15.98,2006,1,"PG"
313,"Fidelity Devil","Horror",15.98,2006,1,"G"
537,"Lover Truman","Classics",15.98,2006,1,"G"
536,"Lovely Jingle","Classics",15.98,2006,1,"PG"
324,"Flintstones Happiness","Comedy",15.98,2006,1,"PG-13"
529,"Lonely Elephant","Comedy",15.98,2006,1,"G"
329,"Forrest Sons","Action",15.98,2006,1,"R"
57,"Basic Easy","Travel",15.98,2006,1,"PG-13"
512,"League Hellfighters","Classics",15.98,2006,1,"PG-13"
50,"Baked Cleopatra","Family",15.98,2006,1,"G"
506,"Lady Stage","Horror",15.98,2006,1,"PG"
936,"Vanishing Rocky","Music",15.98,2006,1,"NC-17"
938,"Velvet Terminator","Comedy",15.98,2006,1,"R"
501,"Kissing Dolls","Action",15.98,2006,1,"R"
349,"Gangs Pride","Animation",15.98,2006,1,"PG-13"
45,"Attraction Newton","New",15.98,2006,1,"PG-13"
941,"Videotape Arsenic","Games",15.98,2006,1,"NC-17"
44,"Attacks Hate","Sci-Fi",15.98,2006,1,"PG-13"
354,"Ghost Groundhog","Children",15.98,2006,1,"G"
485,"Jersey Sassy","Children",15.98,2006,1,"PG"
484,"Jerk Paycheck","Classics",15.98,2006,1,"NC-17"
480,"Jeepers Wedding","Classics",15.98,2006,1,"R"
35,"Arachnophobia Rollercoaster","Horror",15.98,2006,1,"PG-13"
472,"Italian African","Travel",15.98,2006,1,"G"
31,"Apache Divine","Family",15.98,2006,1,"NC-17"
30,"Anything Savannah","Horror",15.98,2006,1,"R"
463,"Instinct Airport","Sports",15.98,2006,1,"PG"
412,"Heavyweights Beast","Documentary",15.98,2006,1,"G"
453,"Image Princess","Sports",15.98,2006,1,"PG-13"
25,"Angels Life","New",15.98,2006,1,"G"
448,"Idaho Love","New",15.98,2006,1,"PG-13"
971,"Whale Bikini","Foreign",15.98,2006,1,"PG-13"
987,"Words Hunter","Music",15.98,2006,1,"PG"
398,"Hanover Galaxy","Music",15.98,2006,1,"NC-17"
991,"Worst Banger","Action",15.98,2006,1,"PG"
183,"Conversation Downhill","Family",15.98,2006,1,"R"
749,"Rules Human","Horror",15.98,2006,1,"R"
177,"Connecticut Tramp","Sci-Fi",15.98,2006,1,"R"
739,"Rocky War","Drama",15.98,2006,1,"PG-13"
25,"Angels Life","New",15.96,2006,1,"G"
383,"Groove Fiction","Sports",15.96,2006,1,"NC-17"
502,"Knock Warlock","Comedy",15.96,2006,1,"PG-13"
489,"Juggler Hardly","Animation",15.96,2006,1,"PG-13"
773,"Seabiscuit Punk","Sports",15.96,2006,1,"NC-17"
987,"Words Hunter","Music",15.96,2006,1,"PG"
730,"Ridgemont Submarine","New",15.96,2006,1,"PG-13"
733,"River Outlaw","Sports",15.96,2006,1,"PG-13"
49,"Badman Dawn","Sci-Fi",15.96,2006,1,"R"
109,"Butterfly Chocolat","New",15.96,2006,1,"G"
679,"Pilot Hoosiers","Family",15.96,2006,1,"PG"
43,"Atlantis Cause","Family",15.96,2006,1,"G"
206,"Dancing Fever","Documentary",15.96,2006,1,"G"
285,"English Bulworth","Sci-Fi",15.96,2006,1,"PG-13"
628,"Northwest Polish","Sports",15.96,2006,1,"PG"
388,"Gunfight Moon","Comedy",15.96,2006,1,"NC-17"
863,"Sun Confessions","Sci-Fi",15.96,2006,1,"R"
326,"Flying Hook","Animation",15.96,2006,1,"NC-17"
311,"Fiction Christmas","Foreign",15.96,2006,1,"PG"
643,"Orient Closer","Drama",15.96,2006,1,"R"
303,"Fantasy Troopers","Action",15.96,2006,1,"PG-13"
150,"Cider Desire","Documentary",15.96,2006,1,"PG"
402,"Harper Dying","Animation",15.96,2006,1,"G"
869,"Suspects Quills","Action",15.96,2006,1,"PG"
450,"Idols Snatchers","Children",15.96,2006,1,"NC-17"
341,"Frost Head","Classics",15.96,2006,1,"PG"
57,"Basic Easy","Travel",15.96,2006,1,"PG-13"
738,"Rocketeer Mother","Foreign",15.96,2006,1,"PG-13"
638,"Operation Operation","Comedy",15.96,2006,1,"G"
245,"Double Wrath","Animation",15.96,2006,1,"R"
317,"Fireball Philadelphia","Comedy",15.96,2006,1,"PG"
709,"Racer Egg","Drama",15.96,2006,1,"NC-17"
525,"Loathing Legally","Classics",15.96,2006,1,"R"
394,"Hamlet Wisdom","Sci-Fi",15.96,2006,1,"R"
621,"Network Peak","Family",15.96,2006,1,"PG-13"
97,"Bride Intrigue","Action",15.84,2006,1,"G"
270,"Earth Vision","New",15.84,2006,1,"NC-17"
479,"Jedi Beneath","Family",15.84,2006,1,"PG"
945,"Virginian Pluto","Documentary",15.84,2006,1,"R"
200,"Curtain Videotape","Games",15.84,2006,1,"PG-13"
119,"Caper Motions","Comedy",15.84,2006,1,"G"
377,"Grease Youth","Family",15.84,2006,1,"G"
387,"Gun Bonnie","Games",15.84,2006,1,"G"
790,"Shootist Superfly","Drama",15.84,2006,1,"PG-13"
249,"Dracula Crystal","Classics",15.84,2006,1,"G"
416,"Highball Potter","Foreign",15.84,2006,1,"R"
130,"Celebrity Horn","Action",15.84,2006,1,"PG-13"
338,"Frisco Forrest","Sci-Fi",14.97,2006,1,"PG"
247,"Downhill Enough","Comedy",14.97,2006,1,"G"
891,"Timberland Sky","Classics",14.97,2006,1,"G"
966,"Wedding Apollo","Documentary",14.97,2006,1,"PG"
2,"Ace Goldfinger","Horror",14.97,2006,1,"G"
376,"Grapes Fury","Foreign",14.97,2006,1,"G"
459,"Informer Double","Foreign",14.97,2006,1,"NC-17"
457,"Independence Hotel","Documentary",14.97,2006,1,"NC-17"
608,"Murder Antitrust","Children",14.97,2006,1,"PG"
282,"Encounters Curtain","Drama",14.97,2006,1,"NC-17"
378,"Greatest North","Music",14.97,2006,1,"NC-17"
609,"Muscle Bright","Travel",14.97,2006,1,"G"
402,"Harper Dying","Animation",14.97,2006,1,"G"
890,"Tights Dawn","Sports",14.97,2006,1,"R"
450,"Idols Snatchers","Children",14.97,2006,1,"NC-17"
83,"Blues Instinct","Family",14.97,2006,1,"G"
690,"Pond Seattle","Animation",14.97,2006,1,"PG-13"
723,"Reign Gentlemen","Sci-Fi",14.97,2006,1,"PG-13"
74,"Birch Antitrust","Music",14.97,2006,1,"PG"
971,"Whale Bikini","Foreign",14.97,2006,1,"PG-13"
304,"Fargo Gandhi","Children",14.97,2006,1,"G"
798,"Silverado Goldfinger","Sci-Fi",14.97,2006,1,"PG"
695,"President Bang","Family",14.97,2006,1,"PG"
232,"Dirty Ace","Games",14.97,2006,1,"NC-17"
231,"Dinosaur Secretary","Family",14.97,2006,1,"R"
388,"Gunfight Moon","Comedy",14.97,2006,1,"NC-17"
350,"Garden Island","Sci-Fi",14.97,2006,1,"G"
914,"Trouble Date","Travel",14.97,2006,1,"PG"
46,"Autumn Crow","Games",14.97,2006,1,"G"
978,"Wisdom Worker","Comedy",14.97,2006,1,"R"
444,"Hustler Party","Comedy",14.97,2006,1,"NC-17"
443,"Hurricane Affair","Comedy",14.97,2006,1,"PG"
916,"Turn Star","Animation",14.97,2006,1,"G"
782,"Shakespeare Saddle","Sports",14.97,2006,1,"PG-13"
17,"Alone Trip","Music",14.97,2006,1,"R"
781,"Seven Swarm","Games",14.97,2006,1,"R"
779,"Sense Greek","Sports",14.97,2006,1,"R"
623,"Newton Labyrinth","Foreign",14.97,2006,1,"PG"
913,"Troopers Metal","New",14.97,2006,1,"R"
210,"Darko Dorado","Action",14.97,2006,1,"NC-17"
15,"Alien Center","Foreign",14.97,2006,1,"NC-17"
987,"Words Hunter","Music",14.97,2006,1,"PG"
209,"Darkness War","Drama",14.97,2006,1,"NC-17"
735,"Robbers Joon","Children",14.97,2006,1,"PG-13"
293,"Exorcist Sting","Sports",14.97,2006,1,"G"
314,"Fight Jawbreaker","Animation",14.97,2006,1,"R"
753,"Rush Goodfellas","Family",14.97,2006,1,"PG"
904,"Train Bunch","Horror",14.97,2006,1,"R"
4,"Affair Prejudice","Horror",14.97,2006,1,"G"
319,"Fish Opus","Sci-Fi",14.97,2006,1,"R"
311,"Fiction Christmas","Foreign",14.97,2006,1,"PG"
356,"Giant Troopers","Children",14.97,2006,1,"R"
550,"Maguire Apache","Family",14.97,2006,1,"NC-17"
69,"Beverly Outlaw","Sci-Fi",14.97,2006,1,"R"
552,"Majestic Floats","Documentary",14.97,2006,1,"PG"
533,"Lost Bird","Foreign",14.97,2006,1,"PG-13"
65,"Behavior Runaway","Horror",14.97,2006,1,"PG"
322,"Flatliners Killer","Sports",14.97,2006,1,"G"
71,"Bilko Anonymous","Family",14.97,2006,1,"PG-13"
946,"Virtual Spoilers","Family",14.97,2006,1,"NC-17"
485,"Jersey Sassy","Children",14.97,2006,1,"PG"
631,"Novocaine Flight","Sports",14.97,2006,1,"G"
586,"Mockingbird Hollywood","Action",14.97,2006,1,"PG"
484,"Jerk Paycheck","Classics",14.97,2006,1,"NC-17"
340,"Frontier Cabin","New",14.97,2006,1,"PG-13"
952,"Wagon Jaws","Documentary",14.97,2006,1,"PG"
268,"Early Home","Animation",14.97,2006,1,"NC-17"
531,"Lose Inch","Foreign",14.97,2006,1,"R"
589,"Modern Dorado","Documentary",14.97,2006,1,"PG"
266,"Dynamite Tarzan","Classics",14.97,2006,1,"PG-13"
878,"Teen Apollo","Travel",14.97,2006,1,"G"
478,"Jaws Harry","Comedy",14.97,2006,1,"G"
476,"Jason Trap","Family",14.97,2006,1,"NC-17"
177,"Connecticut Tramp","Sci-Fi",14.97,2006,1,"R"
96,"Breaking Home","New",14.97,2006,1,"PG-13"
473,"Jacket Frisco","Drama",14.97,2006,1,"PG-13"
769,"School Jacket","Foreign",14.97,2006,1,"PG-13"
471,"Island Exorcist","Classics",14.97,2006,1,"NC-17"
645,"Others Soup","Travel",14.97,2006,1,"PG"
572,"Metropolis Coma","Sci-Fi",14.97,2006,1,"PG-13"
559,"Married Go","Sci-Fi",14.97,2006,1,"G"
895,"Tomorrow Hustler","Classics",14.97,2006,1,"R"
654,"Panky Submarine","Games",14.97,2006,1,"G"
840,"Stampede Disturbing","Games",14.97,2006,1,"R"
344,"Fury Murder","Children",14.97,2006,1,"PG-13"
660,"Party Knock","Comedy",14.97,2006,1,"PG"
124,"Casper Dragonfly","Children",14.97,2006,1,"PG-13"
721,"Reds Pocus","Music",14.97,2006,1,"PG-13"
507,"Ladybugs Armageddon","Games",14.97,2006,1,"NC-17"
126,"Casualties Encino","Action",14.97,2006,1,"G"
729,"Rider Caddyshack","Sports",14.97,2006,1,"PG"
372,"Graceland Dynamite","Sports",14.97,2006,1,"R"
963,"Watch Tracy","Animation",14.97,2006,1,"PG"
163,"Clyde Theory","New",14.97,2006,1,"PG-13"
464,"Intentions Empire","Animation",14.97,2006,1,"PG-13"
59,"Bear Graceland","Children",14.97,2006,1,"R"
824,"Spartacus Cheaper","Family",14.97,2006,1,"NC-17"
429,"Honey Ties","Sports",14.97,2006,1,"R"
353,"Gentlemen Stage","Foreign",14.97,2006,1,"NC-17"
545,"Madness Attacks","Foreign",14.97,2006,1,"PG-13"
886,"Theory Mermaid","Animation",14.97,2006,1,"PG-13"
502,"Knock Warlock","Comedy",14.97,2006,1,"PG-13"
541,"Luke Mummy","Animation",14.95,2006,1,"NC-17"
491,"Jumping Wrath","Children",14.95,2006,1,"NC-17"
530,"Lord Arizona","Action",14.95,2006,1,"PG-13"
370,"Gorgeous Bingo","Children",14.95,2006,1,"R"
368,"Gone Trouble","Drama",14.95,2006,1,"R"
901,"Tracy Cider","Animation",14.95,2006,1,"G"
490,"Jumanji Blade","New",14.95,2006,1,"G"
362,"Glory Tracy","Games",14.95,2006,1,"PG-13"
184,"Core Suit","Classics",14.95,2006,1,"PG-13"
135,"Chance Resurrection","Sports",14.95,2006,1,"R"
208,"Dares Pluto","Animation",14.95,2006,1,"PG-13"
615,"Nash Chocolat","Animation",14.95,2006,1,"PG-13"
754,"Rushmore Mermaid","Comedy",14.95,2006,1,"PG-13"
758,"Saints Bride","Drama",14.95,2006,1,"G"
529,"Lonely Elephant","Comedy",14.95,2006,1,"G"
815,"Snatchers Montezuma","Classics",14.95,2006,1,"PG-13"
329,"Forrest Sons","Action",14.95,2006,1,"R"
137,"Charade Duffel","Sci-Fi",14.95,2006,1,"PG"
484,"Jerk Paycheck","Classics",14.95,2006,1,"NC-17"
952,"Wagon Jaws","Documentary",14.95,2006,1,"PG"
483,"Jericho Mulan","Games",14.95,2006,1,"NC-17"
337,"Frida Slipper","Foreign",14.95,2006,1,"R"
185,"Cowboy Doom","Foreign",14.95,2006,1,"PG"
489,"Juggler Hardly","Animation",14.95,2006,1,"PG-13"
873,"Sweethearts Suspects","Children",14.95,2006,1,"G"
206,"Dancing Fever","Documentary",14.95,2006,1,"G"
415,"High Encino","Horror",14.95,2006,1,"R"
550,"Maguire Apache","Family",14.95,2006,1,"NC-17"
863,"Sun Confessions","Sci-Fi",14.95,2006,1,"R"
